intent,slicing_operation,technique,task,run,file
"Before the capacity review meeting, please export the current slice inventory.",slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
How many slices do we have running right now?,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need tighter control-plane admission limits on the IoT slice group to prevent signaling storms at the gNB.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
What is the end-to-end latency profile for traffic traversing the core network between regions 3 and 7?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The port authority needs dedicated bandwidth isolation for container tracking sensors across the terminal.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We expect a surge of connected sensors in the industrial zone next shift; raise the device limit on that slice.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The number of connected wearables on the hospital slice needs to be expanded for the new ward.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
"Before the maintenance window, I need a snapshot of every running slice and its current state.",slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The retail slice is hitting its session limit during promotional events. Please increase the allowed concurrent connections.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Assign a dedicated slice to the oil refinery for real-time sensor data collection.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The live sports streaming service is experiencing quality degradation; give that slice more spectrum.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need to protect the URLLC slice from control plane overload — reduce how many devices can connect simultaneously.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
More wearable monitoring devices are being deployed in the hospital; the slice needs to accommodate them.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Decommission the residential broadband slice that was used during the network testing phase.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Several enterprise customers are reporting intermittent connectivity. No obvious alarms in the fault management system.,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Shut down the emergency services slice created during the wildfire response; it is no longer active.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Raise the registered device cap on the smart campus slice before the new semester starts.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The URLLC industrial slice needs a larger share of the air interface to meet its latency targets.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need to raise the connected user threshold for the V2X slice group to support the expanded fleet size.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We have a new enterprise customer requesting a private 5G slice for their logistics warehouse operations.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We're seeing throughput degradation on the enterprise video conferencing slice; adjust the radio resource ratio.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Concurrent data session limit for the transport slice needs to be increased before the cargo season starts.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Lower the maximum device count for the deprecated industrial slice so that capacity can be freed for the newer segment.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The port authority has signed the SLA. Initialize their logistics slice accordingly.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The campus deployment is expanding; raise the device cap for the university IoT slice.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Can you pull the handover success rate for the eastern cluster over the last 24 hours?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
What slices are active right now in the northern region?,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Pull up all slice instances currently active in the western region.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The mining site expansion requires network isolation for their remote equipment monitoring systems.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
What's our current slice inventory across all regions?,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Session concurrency on the video surveillance slice is getting throttled during peak hours. Please raise the ceiling.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The air-ground communication slice needs a higher portion of radio resources at the airport sector.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Adjust the bearer capacity threshold for the broadcasting slice now that more OB vans are in the field.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Reduce the subscriber cap on the guest Wi-Fi offload slice to prevent congestion during peak hours.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Adjust the per-gNB connected-UE threshold for the smart city mobility slice ahead of the cycling event.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Give more airtime share to the broadband slice — users are seeing degraded throughput on the south cell cluster.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Decommission the slice that was supporting the holiday retail campaign — the event has ended.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Give me a full overview of every slice currently running in the network.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The critical infrastructure slice must not share radio connection budget with general consumer traffic.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The throughput on the backhaul link between the two data centers has dropped significantly since midnight.,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The industrial sensor network is exhausting its concurrency allowance during shift changes — please adjust the cap.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
I need a snapshot of every network slice that is currently provisioned for our enterprise customers.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The connected device count for the smart meter slice is expected to surge during the winter rollout — increase the cap accordingly.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The healthcare remote monitoring platform reports session setup failures. Raise the parallel session allowance for that slice.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Decommission the mMTC slice that was assigned to the agricultural IoT pilot; the trial period has ended.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The hospital group has signed the SLA; go ahead and stand up the required network resources for their critical care connectivity.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The smart parking trial is over; remove its dedicated slice and return the resources to the pool.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Several users in the downtown zone are reporting intermittent call drops since this morning. Can you check what is happening?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
"After the live stream ended, restore the gaming slice's radio resource ratio to its baseline.",slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Our cloud surveillance customers are reporting dropped streams — the slice needs a higher active-session allowance.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
A corporate customer is disputing their last invoice; check whether bandwidth usage aligns with their contracted tier.,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Users near the central train station are reporting high latency on video calls. Is there a coverage gap?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Set a higher RRC user cap for the disaster recovery slice operating in the flood-affected zone.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Set up a temporary high-bandwidth slice to support the international sports broadcast event this weekend.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Shut down the URLLC slice for the drone corridor test — the project has been cancelled.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Deactivate the emergency response slice now that the disaster recovery drill has concluded.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
More ambulances have been added to the fleet. The emergency services slice must support more endpoints.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Increase how many endpoints the railway passenger information slice can handle.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We received a billing complaint from Enterprise Customer X — they say they were charged for capacity they never used.,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Cap the number of simultaneous RRC connections permitted for the broadband slice at the overloaded downtown gNB.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The URLLC service for robotic surgery is showing jitter. Consider increasing its RAN resource ratio.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Shift more spectral capacity toward the eMBB slice during the evening entertainment window.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Provision a dedicated slice for the upcoming international sports broadcasting event starting this weekend.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Give me a summary of all instantiated network segments with their current status.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Show me the slice catalog along with their current subscriber counts.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The public safety slice is expected to serve twice as many officers during the national summit. Update the device limit.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Latency on the S1 interface spiked to 45 ms after the core upgrade last night; I need root cause analysis.,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The enterprise trial slice that was active during Q1 testing is no longer required.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Tighten the RRC connection ceiling for the commercial IoT slice to prevent control-plane overload.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
What slices do we currently have running across the northern region cells?,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The broadcasting company needs their own isolated segment for live 8K video uplink during the championship final.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We're getting customer complaints about dropped calls near the new residential development on the west side.,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The music festival slice was only valid through the weekend. Please clean it up and return the resources to the shared pool.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Lower the session ceiling on the trial slice now that the proof-of-concept phase is winding down.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The number of simultaneous active bearers allowed for the public Wi-Fi offload slice is too low for the current load pattern.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Raise the subscriber cap for the public safety slice ahead of the mass gathering event.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The connected ambulance program is scaling up; we need to allow more simultaneous data bearers on the medical slice.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The telehealth slice is bandwidth-constrained; increase its airtime share on the affected cells.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Extend the equipment registration limit on the mining site slice to cover newly deployed machinery.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need to bring a new slice online for the drone delivery fleet operating in the logistics zone.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The telemedicine slice throughput is degrading at the cell edge. Increase its share of available radio resources.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The telematics slice is hitting its session ceiling during morning rush. We need more headroom.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We're seeing excessive handover signaling on the dense urban slice; reduce the maximum connected UE count at the RAN node.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The airport authority has requested isolated network resources for their baggage tracking and gate management systems.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Customer complaints about video call quality have tripled this week. Can you pull QoE trends for the affected area?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Our V2X slice is dropping new session establishment requests during rush hour. We need to raise the concurrent session ceiling.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Can you give me an overview of all provisioned network instances along with their current status?,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Shut down and clean up the resources tied to the private LTE slice for the mining site.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The bandwidth ratio for the broadband slice needs to go up ahead of the major football match tonight.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The gNB at the convention center is overloaded. Reduce the RRC allowance for the event slice group.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Our cloud gaming partner needs higher session throughput capacity on their dedicated slice.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The mining company has signed an SLA for isolated connectivity underground; please set up the required slice.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
"Before the capacity review meeting, show me the complete slice catalog with their associated service types.",slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
What slices do we have deployed in the northern cluster right now?,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Remove the emergency drill slice that was created last Tuesday; it has served its purpose.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The public safety slice needs a higher RRC connection allowance so first responders are never dropped during incidents.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Adjust the connection limit on the retail IoT slice; the supermarket chain is adding self-checkout kiosks across 200 new locations.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Pull up all the slices currently active in the network.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Set up a high-reliability slice for the drone delivery corridor along the coastal highway.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Our industrial automation slice is maxing out on data plane bearers during shift changes — need more headroom.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Our SLA with the retail chain requires us to support up to 2000 checkout terminals; update the slice quota.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The smart metering rollout in the western district requires more attachment capacity on the utility slice.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Users in the northern suburb are complaining about dropped calls during evening hours.,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Expand the session budget on the telemedicine slice so more patients can connect simultaneously.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We are onboarding a second hospital campus onto the existing healthcare slice; expand the endpoint allowance.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
"During the marathon tomorrow, we need to raise the RRC connection limit on the event slice to handle the crowd density.",slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Display a summary of all network slices including their associated service types.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The gNodeB cluster in the downtown area is overloaded with control-plane sessions for the public slice. Lower the admission threshold.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The transport link between the two aggregation nodes is showing elevated BER — is there a fiber issue?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The throughput on the enterprise backup slice has degraded; tune the RAN-level resource proportion.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need to plan frequency refarming in the 2100 MHz band before the spectrum license renewal deadline.,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The wearable device trial exceeded its subscriber limit last night; increase that ceiling before the next test window.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Adjust the maximum radio-level connections allowed per gNB for the critical infrastructure slice group.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Please wind down the temporary enterprise trial slice; the customer did not renew.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The eMBB slice is underperforming in sector 3; reconfigure its radio resource ratio upward.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
What's causing the high retransmission rate on the backhaul links in the eastern region?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Raise the simultaneous radio connection limit for the stadium slice ahead of tonight's game.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Our video conferencing enterprise customer is hitting the session ceiling repeatedly; raise the concurrent session limit.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
During the city parade the entertainment slice should not consume more than 200 radio connections per cell.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
There are several P1 alarms firing on the S1 interface in the eastern region; initiate root cause analysis.,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
"More field technicians are being deployed to the disaster recovery zone, so the device limit on their slice needs to go up.",slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
During peak load periods the video streaming slice saturates; give it a bigger RAN budget.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
What is the average throughput per subscriber on the eMBB service for this quarter?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Bring up a new eMBB instance to handle the live broadcast feed from the national stadium event this weekend.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Our roaming partner is disputing usage charges for last month; pull the CDR data for that agreement period.,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Tighten the control channel occupancy limit for slice group SG-11 across all macro cells in sector 4.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Set up a low-latency slice for remote surgical robotics at the university hospital.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Set up a high-bandwidth slice for the live sports broadcast event scheduled for this weekend.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Update the gNodeB configuration to allow more simultaneous RRC connections for the public event slice.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
A new eMBB slice is required to support the 8K live broadcast at the national stadium this weekend.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
During events at the exhibition hall we need a higher RRC attach limit for the visitor slice.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
A corporate customer is disputing their last three invoices. Can you pull the billing records for account 7823?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Cap the number of simultaneously connected radio users allowed under the mMTC slice at each base station.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The public transport authority is adding fleet vehicles to their slice — maximum endpoint count must go up.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need to tighten the RRC admission policy on the consumer slice during peak congestion in the city center.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
There's a spike in RRC attach attempts from the IoT slice — throttle the maximum concurrent connections at the gNB.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need the enterprise slice to handle more concurrently attached users per gNB after the office tower opens.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The logistics hub slice is hitting its connection cap during morning shifts; we need to expand it.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Give me an overview of all slice instances currently running across the core network.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need a dedicated slice provisioned for the upcoming Formula 1 broadcasting event next weekend.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Several users in the eastern district are reporting high latency on voice calls. What could be causing this?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Set up a temporary slice to support the national sports championship broadcast infrastructure.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We are seeing intermittent 5G NR drops in the industrial park; can you check if there's a configuration issue at the gNB?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
What slices do we have running right now? I need a full inventory before the capacity review.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The retail chain is deploying additional point-of-sale terminals. Their slice needs to handle more simultaneous connections.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need to stand up a dedicated slice for the mining site's machine-to-machine traffic.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Raise the maximum registered terminal count for the hospital group's slice before the new ward goes live.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Our cloud gaming partner expects traffic surges this weekend; boost the allowed active bearers on their slice.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Enumerate the running slice instances without including detailed KPI data.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
A major alarm has fired on the transport node between site 12 and the regional hub. Who is investigating?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The government emergency management agency needs an isolated comms channel before the disaster response exercise next week.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
"The music festival wrapped up yesterday, so we can tear down that event slice now.",slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The gNB in the train station is signaling-overloaded; restrict how many users the commuter slice can keep in connected mode.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Rebalance the radio layer to give the V2X slice a larger portion of available PRBs at the highway gNBs.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
I need to see which slices are assigned to enterprise customers versus public services.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need to rebalance RAN capacity between the mMTC and eMBB slices before the morning rush.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
List every NSI we have up right now. I want a quick snapshot before the maintenance window.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Set the maximum terminal count for slice SL-0091 to three thousand.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Set up an isolated network slice for the police body camera upload service during the marathon event.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We received a major alarm on the fronthaul link between DU and RU in sector 7; what's the root cause?,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Reduce the signalling load on the base station by lowering the RRC connection ceiling for the public Wi-Fi offload slice.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The trial slice we deployed for the music festival last weekend can be cleaned up now that the event is over.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The connected device count for our public safety slice is getting close to the ceiling — we need to raise it.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need to provision a dedicated network segment for the upcoming Formula 1 race to support live broadcasting and fan connectivity.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Remove the enterprise slice for the automotive client; their contract expired yesterday.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The base station is becoming overloaded with control plane signaling; tighten the RRC admission policy for the public slice.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The construction site contract has ended; release all resources associated with that project's slice.,slice_deallocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Adjust the spectral allocation for the emergency services slice to ensure priority access during the regional exercise.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The gaming platform slice is struggling to handle more players during weekend peak hours; raise the subscriber cap.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The hospital group has signed an SLA for real-time remote surgery support. Get the network segment ready.,slice_allocation,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
"After the venue upgrade, the entertainment slice should be able to handle twice the number of connected handsets.",slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
What slices do we have active right now across all regions?,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The gNodeB in sector 4 is overloaded; restrict the connected user ceiling for the entertainment slice.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
List every active network instance sorted by creation date.,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
The campus Wi-Fi offloading slice is hitting its device registration threshold during class hours.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Rebalance RAN resource shares so the critical infrastructure slice always gets priority over the consumer broadband slice.,slice_rb_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We need to tighten the control-plane connection ceiling on the public broadband slice to protect the URLLC slice.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
Can you enumerate the slices assigned to enterprise customers in the northern region?,slice_list,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
We received a complaint from a roaming partner about session establishment failures. Please check the S8 interface.,other,intent_classification_utility,task_1,1,task_1_intent_classification_utility_1.json
