intent,slicing_operation,technique,task,run,file
The arena event sold out and attendance is expected to be twice the original estimate. Adjust the device cap on the event slice.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
The smart metering deployment has expanded to three new districts. We need to raise the subscriber ceiling on that slice.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
More ambulances have been added to the fleet. Update the emergency services slice to accommodate the additional terminals.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
The campus rollout brought in more connected devices than projected. Raise the registration limit on the university slice.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
We are onboarding three hundred additional field sensors for the oil pipeline project. The current slice limit will not be sufficient.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
The industrial IoT deployment has grown significantly. Extend the maximum number of endpoints allowed on the factory slice.,slice_ue_quota_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
Traffic from the logistics platform is hitting the concurrent session ceiling during morning dispatch. Raise the ceiling.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
The video surveillance slice is throttling because the session limit is too low. We need to increase the allowed concurrent connections.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
During peak trading hours the financial services slice is rejecting new bearer requests. Adjust the session threshold upward.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
The fleet management platform reports connection drops at shift change when all trucks come online simultaneously. Please increase the data tunnel limit on their slice.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
The live event streaming slice needs a higher concurrent bearer allowance for the playoffs tonight.,slice_pdu_session_quota_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
Users on the gaming slice are experiencing frame drops in the evening. Boost the radio resource share assigned to that slice.,slice_rb_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
The URLLC slice for the robotic assembly line is not meeting latency targets. Increase its share of the available radio blocks.,slice_rb_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
Spectrum utilization on the broadband slice has exceeded ninety percent. Rebalance the RAN resource ratio between slices.,slice_rb_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
Lower the radio resource ratio on the best-effort slice so the critical communications slice gets priority during the emergency drill.,slice_rb_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
The new eMBB customer is complaining about downlink speeds. Their assigned radio share needs to go up.,slice_rb_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
Rebalance the air interface resources across slices at cell site RAN-07 — the public safety slice is starved.,slice_rb_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
The gNodeB at the downtown core is overloaded. Cap the number of simultaneous RRC connections allowed for the consumer broadband slice.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
We need to prevent connection storms on the IoT slice during firmware update windows. Set a tighter connection ceiling.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
Increase the RRC connection allowance for the emergency services group on the cell clusters covering the incident area.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
The signaling load from the sensor slice is saturating the control plane. Reduce the maximum attached users on that slice at the base station level.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
We need to raise the connected device limit for the mission-critical slice on all gNodeBs in sector 4.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
Control plane congestion on the northern cluster is being caused by the vehicle slice. Enforce a connection ceiling.,slice_rrc_con_update,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
There are intermittent drops in SINR across several cells in the urban core. What could be causing this?,other,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
Several enterprise customers are reporting high latency to their cloud applications. Is there a transport issue between our core and the peering point?,other,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
We received a complaint from a VIP customer about poor call quality on roaming. Can you check what is happening?,other,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
Uptime for the S1 interface has been below SLA for two weeks. What is the root cause?,other,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
Can you check if the handover success rate has degraded after last night's configuration push?,other,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
We are seeing a spike in NAS reject messages this morning. Is there a core network issue?,other,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
The NOC dashboard is showing elevated backhaul utilization in the southern region. Has a link failed?,other,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
A batch of new 5G devices in the city center cannot attach to the network. Is there an authentication server fault?,other,intent_classification_utility,task_1,1,task_1_single_intent_classification_utility_1.json
Spin up a dedicated slice to handle the upcoming live sports broadcast traffic expected this weekend.,slice_allocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
We have a new enterprise customer requesting a private 5G slice for their logistics warehouse operations.,slice_allocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
A eMBB slice is required for the new video surveillance deployment across the city center.,slice_allocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Provision a network segment for the drone delivery pilot program starting next Monday.,slice_allocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The hospital network team has requested an isolated slice for patient monitoring devices.,slice_allocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
We need a low-latency slice instantiated for the remote surgery trial at Regional Medical Center.,slice_allocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Assign a new slice for the port authority's autonomous vehicle coordination system.,slice_allocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The public safety slice provisioned for last month's summit can now be decommissioned.,slice_deallocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Shut down the trial slice we set up for the retail chain — they decided not to proceed.,slice_deallocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The construction site project has wrapped up; we can release those reserved resources now.,slice_deallocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Please remove the gaming slice that was active during the esports tournament last week.,slice_deallocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The temporary IoT slice for the agricultural monitoring pilot has reached its end of life.,slice_deallocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Tear down the slice associated with customer contract ID 7743 — they've churned.,slice_deallocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The emergency response slice deployed during the flood event is no longer required.,slice_deallocation,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Pull up all the network slice instances we currently have running across the region.,slice_list,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Give me a snapshot of every active slice along with the associated tenant information.,slice_list,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
I need to see what slices are currently deployed before I plan the maintenance window.,slice_list,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Can you enumerate the slices assigned to enterprise customers in the northern region?,slice_list,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Show me the full inventory of slice instances including their operational states.,slice_list,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
What slices do we have running right now? Just a quick overview is fine.,slice_list,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The connected device count for the smart meter slice is expected to surge during the winter rollout — increase the cap accordingly.,slice_ue_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
"Bump the device limit on the logistics tracking slice — the fleet has expanded by 3,000 trucks.",slice_ue_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The wearable health monitor deployment in Zone B needs to accommodate more sensors than originally planned.,slice_ue_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Raise the subscriber ceiling for the V2X slice ahead of the highway expansion opening next month.,slice_ue_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The campus Wi-Fi offloading slice is hitting its device registration threshold during class hours.,slice_ue_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
We need the drone swarm slice to handle a larger fleet size — update it for 500 additional units.,slice_ue_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Extend the registered endpoint quota for the URLLC industrial slice used in the assembly line.,slice_ue_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The streaming slice keeps rejecting new session requests during peak evening hours — raise the concurrent connection limit.,slice_pdu_session_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Update the session cap for the telemedicine slice so more patients can connect simultaneously.,slice_pdu_session_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Our industrial automation slice is maxing out on data plane bearers during shift changes — need more headroom.,slice_pdu_session_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The AR/VR training slice for the oil refinery needs to support more active data tunnels per hour.,slice_pdu_session_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Increase how many parallel connections the smart grid slice can sustain during fault detection cycles.,slice_pdu_session_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The conference center slice was undersized for session handling — the venue is now fully booked for three days.,slice_pdu_session_quota_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Reallocate more radio bandwidth to the public safety slice — first responders are seeing degraded throughput.,slice_rb_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The broadcast slice needs a larger share of the spectrum during the evening primetime window.,slice_rb_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Reduce the radio resource ratio assigned to the low-priority IoT slice and shift it to the enterprise slice.,slice_rb_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The autonomous vehicle slice's throughput is suffering — give it a higher portion of available RAN resources.,slice_rb_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
We're seeing congestion on the eMBB slice at gNB-044; adjust the spectrum share to relieve pressure.,slice_rb_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The fixed wireless access slice needs more air interface capacity to serve the newly activated residential tower.,slice_rb_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Scale back the radio resource percentage on the entertainment slice during off-peak hours to free up capacity.,slice_rb_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The gNB in the downtown cluster is overloaded — restrict how many RRC connections the commercial slice can hold.,slice_rrc_con_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Set a tighter ceiling on simultaneous RRC connections for the mass-market broadband slice at gNB-117.,slice_rrc_con_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
We need to reserve more RRC capacity for critical infrastructure users — lower the limit for the consumer slice group.,slice_rrc_con_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
During the national holiday the base stations get saturated — pre-emptively cap connected users on the eMBB slice.,slice_rrc_con_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Adjust the maximum radio connection count for the smart city slice at the downtown gNodeB cluster.,slice_rrc_con_update,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
The uplink interference we're seeing on Cell 223 since the firmware upgrade needs to be investigated.,other,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Several enterprise customers reported billing discrepancies on their last invoice — can you look into it?,other,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
We need a root cause analysis for the spike in handover failures observed in the northern cluster yesterday.,other,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Latency on the transport backhaul between Site A and the core has been elevated since the fiber splice last week.,other,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Generate a capacity utilization report for all base stations in Region 3 for the past 30 days.,other,intent_classification_utility,task_1,10,task_1_single_intent_classification_utility_10.json
Provision a dedicated slice for the upcoming national sports broadcast event this weekend.,slice_allocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The port authority needs a low-latency slice for autonomous crane operations at the container terminal.,slice_allocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Set up a network segment for the hospital's remote surgery pilot starting next Monday.,slice_allocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Our enterprise customer in the mining sector requires isolated connectivity for their underground sensor network.,slice_allocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Spin up a slice for the drone delivery trial that the logistics partner is launching in Zone 4.,slice_allocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
We need to onboard the railway signaling system onto a dedicated network partition with strict SLA guarantees.,slice_allocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Allocate a fresh slice for the government agency running their emergency response coordination platform.,slice_allocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The trade fair event slice can now be shut down; the venue has cleared out.,slice_deallocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Our contract with the broadcast customer expired yesterday; please remove their network segment.,slice_deallocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The flood emergency coordination slice is no longer required now that disaster response has ended.,slice_deallocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Decommission the test slice we spun up for the interoperability lab trials last quarter.,slice_deallocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The drone racing event finished two hours ago; release the resources assigned to that slice.,slice_deallocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The warehouse automation pilot has concluded; wind down the associated network instance.,slice_deallocation,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Pull up the full inventory of network slices currently running across all regions.,slice_list,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
"Give me an overview of all slice instances, including which ones are active versus idle.",slice_list,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
What slices do we have deployed in the northern cluster right now?,slice_list,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Display all active slice instances along with their current load and resource utilization.,slice_list,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
I need a snapshot of every network slice that is currently provisioned for our enterprise customers.,slice_list,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Enumerate the running slice instances without including detailed KPI data.,slice_list,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The smart metering deployment is growing; we need to raise the device cap on that slice.,slice_ue_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Bump up the subscriber ceiling for the public safety slice ahead of the planned mass evacuation drill.,slice_ue_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
"The fleet management customer is adding 2,000 more vehicles; adjust the slice to accommodate them.",slice_ue_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
We are onboarding additional ambulances to the medical transport slice; raise the attachment limit accordingly.,slice_ue_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The retail IoT rollout is exceeding the current device registration threshold; the limit needs to go up.,slice_ue_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Scale up the terminal count allowed for the campus slice; the university is expanding its connected device program.,slice_ue_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The video streaming service is seeing more concurrent connections than our slice can handle; extend the session limit.,slice_pdu_session_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
During morning peak the logistics slice is running out of active bearer capacity; please increase it.,slice_pdu_session_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The connected car platform is saturating its data plane connection pool; we need a higher ceiling.,slice_pdu_session_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Raise the maximum concurrent bearer sessions for the AR/VR entertainment slice before the weekend launch.,slice_pdu_session_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Our industrial automation partner is adding new production lines; their session quota needs to be increased.,slice_pdu_session_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The telemetry aggregation platform is capping out on active sessions during shift changes; adjust the limit.,slice_pdu_session_quota_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The gaming slice is throttling during prime time; give it a higher share of the radio resource pool.,slice_rb_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Reduce the spectral share assigned to the low-priority eMBB slice during peak network hours.,slice_rb_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The video surveillance slice is dropping frames; we need to reassign more radio capacity to it.,slice_rb_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Rebalance the air interface allocation between the broadband and URLLC slices for the afternoon shift.,slice_rb_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The autonomous vehicle slice is experiencing jitter; increase its proportion of the RAN resources.,slice_rb_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Lower the resource block share for the media streaming tenant; traffic has dropped significantly overnight.,slice_rb_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Cap the number of concurrently connected control-plane users for the public broadband slice on Node 7.,slice_rrc_con_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The gNB at the central station is overloaded; tighten the RRC connection ceiling for the entertainment slice.,slice_rrc_con_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Increase the RRC admission threshold for the critical infrastructure slice group to ensure priority access.,slice_rrc_con_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
We need to restrict simultaneous radio connections on the consumer slice during the sporting event to protect URLLC traffic.,slice_rrc_con_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Set a tighter control-plane connection limit for the eMBB slice group at the downtown cluster during rush hour.,slice_rrc_con_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Raise the allowed signaling connection count for the mission-critical PTT slice across gNodeBs in sector B.,slice_rrc_con_update,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
We are seeing elevated S1 handover failures in the eastern region; can you check what is going on?,other,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
A customer is complaining about high latency on their fixed wireless access connection; please investigate.,other,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
How many active subscribers did we have on the 5G network in Q1 compared to Q4 last year?,other,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
There is a critical alarm on the core network transport link between sites A and B; assess impact.,other,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Optimize the antenna tilt configuration at the cell towers near the university campus for better throughput.,other,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
The MVNO partner is asking why their roaming customers are being charged twice for data sessions.,other,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Check whether the fiber backhaul outage last night caused any SLA breaches for our enterprise accounts.,other,intent_classification_utility,task_1,11,task_1_single_intent_classification_utility_11.json
Provision a new slice for the autonomous vehicle corridor pilot launching next month.,slice_allocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
We need a dedicated network segment for the port logistics operator starting operations on Monday.,slice_allocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Stand up a low-latency slice to support the remote surgery trial at the university hospital.,slice_allocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The mining company requires isolated connectivity for their underground sensor network.,slice_allocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Set up a new slice for the drone delivery operator that needs guaranteed uplink bandwidth.,slice_allocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Allocate a dedicated slice to support real-time video analytics at the border checkpoint.,slice_allocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The smart grid operator has signed the SLA — bring their slice online.,slice_allocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
"Spin up a broadband slice for the outdoor festival site; it should cover at least 50,000 simultaneous users.",slice_allocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The trial period for the media streaming partner has ended; clean up their slice.,slice_deallocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Decommission the disaster relief slice now that the emergency response operation has concluded.,slice_deallocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
We have migrated the enterprise tenant to the new infrastructure — the old slice can be removed.,slice_deallocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The sports venue's contract expired last night; release all resources tied to that service.,slice_deallocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Shut down the pilot slice we stood up for the air traffic control demo last quarter.,slice_deallocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The railway operator no longer needs dedicated capacity on this corridor; free it up.,slice_deallocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
"After the network migration completed successfully, we can retire the legacy slice.",slice_deallocation,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Pull up the full inventory of slices currently running across all regions.,slice_list,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
I need to see which slices are active right now before the maintenance window starts.,slice_list,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Can you give me an overview of all provisioned network instances along with their current status?,slice_list,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Show me which enterprise customers have active slices in the northern region.,slice_list,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Generate a report of all deployed slices including throughput and session counts.,slice_list,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
How many slices do we have running right now?,slice_list,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Display all slice instances that were created in the last 30 days.,slice_list,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The hospital network is onboarding additional ambulances next week — raise the device ceiling for their slice.,slice_ue_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
We need to support more connected endpoints on the logistics fleet slice before the holiday peak.,slice_ue_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The smart meter rollout is expanding; the utility slice needs to accommodate twice as many meters.,slice_ue_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Raise the subscriber cap on the public safety slice — additional units are being deployed to the area.,slice_ue_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The agriculture IoT deployment doubled in size; update the slice accordingly.,slice_ue_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Increase the attachment limit for the warehouse automation slice from 500 to 1200 devices.,slice_ue_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The connected camera network at the airport is expanding; adjust the UE cap to accommodate the new terminals.,slice_ue_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The gaming platform partner is expecting a traffic surge; bump up the concurrent session ceiling for their slice.,slice_pdu_session_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Increase the number of simultaneous data bearers allowed for the video surveillance slice.,slice_pdu_session_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The telemedicine platform is hitting session limits during evening hours — adjust the slice configuration.,slice_pdu_session_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
"With the new service tier going live tomorrow, the enterprise slice needs more concurrent data paths.",slice_pdu_session_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Expand session capacity on the content delivery slice to handle the new streaming partner traffic.,slice_pdu_session_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The transport management system is establishing more tunnels than the slice currently allows.,slice_pdu_session_quota_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Increase the frequency share for the critical infrastructure slice — there have been complaints about degraded throughput.,slice_rb_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Give the eMBB slice a larger portion of radio resources during the morning commute window.,slice_rb_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
The public transport operator's slice is underperforming at peak hours; boost its radio allocation.,slice_rb_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
Reduce the spectral share on the low-priority IoT slice to free up capacity for the URLLC tenant.,slice_rb_update,intent_classification_utility,task_1,12,task_1_single_intent_classification_utility_12.json
